area_name,year,sub_group_name,cases_property_recovered,cases_property_stolen
Dadra & Nagar Haveli,2007,5. Criminal Breach of Trust,9,17
Daman & Diu,2007,5. Criminal Breach of Trust,2,5
Delhi,2007,5. Criminal Breach of Trust,167,451
Goa,2007,5. Criminal Breach of Trust,7,25
Gujarat,2007,5. Criminal Breach of Trust,545,987
Haryana,2007,5. Criminal Breach of Trust,585,676
Himachal Pradesh,2007,5. Criminal Breach of Trust,10,104
Jammu & Kashmir,2007,5. Criminal Breach of Trust,30,58
Jharkhand,2007,5. Criminal Breach of Trust,19,207
Karnataka,2007,5. Criminal Breach of Trust,89,320
Kerala,2007,5. Criminal Breach of Trust,18,298
Lakshadweep,2007,5. Criminal Breach of Trust,0,0
Madhya Pradesh,2007,5. Criminal Breach of Trust,264,392
Maharashtra,2007,5. Criminal Breach of Trust,861,1621
Manipur,2007,5. Criminal Breach of Trust,0,19
Meghalaya,2007,5. Criminal Breach of Trust,2,16
Mizoram,2007,5. Criminal Breach of Trust,7,19
Nagaland,2007,5. Criminal Breach of Trust,4,11
Odisha,2007,5. Criminal Breach of Trust,107,319
Puducherry,2007,5. Criminal Breach of Trust,2,6
Punjab,2007,5. Criminal Breach of Trust,290,313
Rajasthan,2007,5. Criminal Breach of Trust,181,320
Sikkim,2007,5. Criminal Breach of Trust,0,7
Tamil Nadu,2007,5. Criminal Breach of Trust,118,256
Tripura,2007,5. Criminal Breach of Trust,11,42
Uttar Pradesh,2007,5. Criminal Breach of Trust,900,1566
Uttarakhand,2007,5. Criminal Breach of Trust,0,0
West Bengal,2007,5. Criminal Breach of Trust,228,669
Andaman & Nicobar Islands,2008,5. Criminal Breach of Trust,4,12
Andhra Pradesh,2008,5. Criminal Breach of Trust,109,329
Arunachal Pradesh,2008,5. Criminal Breach of Trust,14,43
Assam,2008,5. Criminal Breach of Trust,114,680
Bihar,2008,5. Criminal Breach of Trust,94,1352
Chandigarh,2008,5. Criminal Breach of Trust,16,37
Chhattisgarh,2008,5. Criminal Breach of Trust,50,146
Dadra & Nagar Haveli,2008,5. Criminal Breach of Trust,6,10
Daman & Diu,2008,5. Criminal Breach of Trust,0,4
Delhi,2008,5. Criminal Breach of Trust,100,355
Goa,2008,5. Criminal Breach of Trust,6,40
Gujarat,2008,5. Criminal Breach of Trust,482,917
Haryana,2008,5. Criminal Breach of Trust,537,763
Himachal Pradesh,2008,5. Criminal Breach of Trust,14,109
Jammu & Kashmir,2008,5. Criminal Breach of Trust,2,25
Jharkhand,2008,5. Criminal Breach of Trust,14,155
Karnataka,2008,5. Criminal Breach of Trust,122,360
Kerala,2008,5. Criminal Breach of Trust,21,319
Lakshadweep,2008,5. Criminal Breach of Trust,0,0
Madhya Pradesh,2008,5. Criminal Breach of Trust,312,450
Maharashtra,2008,5. Criminal Breach of Trust,876,1761
Manipur,2008,5. Criminal Breach of Trust,2,24
Meghalaya,2008,5. Criminal Breach of Trust,8,28
Mizoram,2008,5. Criminal Breach of Trust,19,28
Nagaland,2008,5. Criminal Breach of Trust,0,16
Odisha,2008,5. Criminal Breach of Trust,80,278
Puducherry,2008,5. Criminal Breach of Trust,3,13
Punjab,2008,5. Criminal Breach of Trust,218,236
Rajasthan,2008,5. Criminal Breach of Trust,162,255
Sikkim,2008,5. Criminal Breach of Trust,0,6
Tamil Nadu,2008,5. Criminal Breach of Trust,75,183
Tripura,2008,5. Criminal Breach of Trust,9,42
Uttar Pradesh,2008,5. Criminal Breach of Trust,1095,2008
Uttarakhand,2008,5. Criminal Breach of Trust,0,0
West Bengal,2008,5. Criminal Breach of Trust,274,853
Andaman & Nicobar Islands,2009,5. Criminal Breach of Trust,0,7
Andhra Pradesh,2009,5. Criminal Breach of Trust,160,466
Arunachal Pradesh,2009,5. Criminal Breach of Trust,14,38
Assam,2009,5. Criminal Breach of Trust,39,802
Bihar,2009,5. Criminal Breach of Trust,37,1186
Chandigarh,2009,5. Criminal Breach of Trust,12,38
Chhattisgarh,2009,5. Criminal Breach of Trust,63,166
Dadra & Nagar Haveli,2009,5. Criminal Breach of Trust,9,17
Daman & Diu,2009,5. Criminal Breach of Trust,1,6
Delhi,2009,5. Criminal Breach of Trust,106,333
Goa,2009,5. Criminal Breach of Trust,14,46
Gujarat,2009,5. Criminal Breach of Trust,450,987
Haryana,2009,5. Criminal Breach of Trust,577,761
Himachal Pradesh,2009,5. Criminal Breach of Trust,16,88
Jammu & Kashmir,2009,5. Criminal Breach of Trust,16,36
Jharkhand,2009,5. Criminal Breach of Trust,47,442
Karnataka,2009,5. Criminal Breach of Trust,97,389
Kerala,2009,5. Criminal Breach of Trust,29,254
Lakshadweep,2009,5. Criminal Breach of Trust,0,0
Madhya Pradesh,2009,5. Criminal Breach of Trust,317,437
Maharashtra,2009,5. Criminal Breach of Trust,918,1735
Manipur,2009,5. Criminal Breach of Trust,0,19
Meghalaya,2009,5. Criminal Breach of Trust,3,26
Mizoram,2009,5. Criminal Breach of Trust,13,30
Nagaland,2009,5. Criminal Breach of Trust,1,6
Odisha,2009,5. Criminal Breach of Trust,39,175
Puducherry,2009,5. Criminal Breach of Trust,3,7
Punjab,2009,5. Criminal Breach of Trust,200,222
Rajasthan,2009,5. Criminal Breach of Trust,208,295
Sikkim,2009,5. Criminal Breach of Trust,0,4
Tamil Nadu,2009,5. Criminal Breach of Trust,68,205
Tripura,2009,5. Criminal Breach of Trust,46,52
Uttar Pradesh,2009,5. Criminal Breach of Trust,493,1176
Uttarakhand,2009,5. Criminal Breach of Trust,0,0
West Bengal,2009,5. Criminal Breach of Trust,307,896
Andaman & Nicobar Islands,2010,5. Criminal Breach of Trust,2,10
Andhra Pradesh,2010,5. Criminal Breach of Trust,113,417
Arunachal Pradesh,2010,5. Criminal Breach of Trust,20,59
Assam,2010,5. Criminal Breach of Trust,41,992
Bihar,2010,5. Criminal Breach of Trust,35,1071
Chandigarh,2010,5. Criminal Breach of Trust,5,23
Chhattisgarh,2010,5. Criminal Breach of Trust,77,196
Dadra & Nagar Haveli,2010,5. Criminal Breach of Trust,7,12
Daman & Diu,2010,5. Criminal Breach of Trust,1,4
Delhi,2010,5. Criminal Breach of Trust,80,273
Goa,2010,5. Criminal Breach of Trust,22,45
Gujarat,2010,5. Criminal Breach of Trust,406,997
Haryana,2010,5. Criminal Breach of Trust,496,743
Himachal Pradesh,2010,5. Criminal Breach of Trust,9,71
Jammu & Kashmir,2010,5. Criminal Breach of Trust,14,36
Jharkhand,2010,5. Criminal Breach of Trust,147,399
Karnataka,2010,5. Criminal Breach of Trust,183,380
Kerala,2010,5. Criminal Breach of Trust,44,264
Lakshadweep,2010,5. Criminal Breach of Trust,0,0
Madhya Pradesh,2010,5. Criminal Breach of Trust,234,371
Maharashtra,2010,5. Criminal Breach of Trust,1096,1812
Manipur,2010,5. Criminal Breach of Trust,0,24
Meghalaya,2010,5. Criminal Breach of Trust,3,32
Mizoram,2010,5. Criminal Breach of Trust,22,25
Nagaland,2010,5. Criminal Breach of Trust,2,13
Odisha,2010,5. Criminal Breach of Trust,68,239
Puducherry,2010,5. Criminal Breach of Trust,9,12
Punjab,2010,5. Criminal Breach of Trust,214,227
Rajasthan,2010,5. Criminal Breach of Trust,191,241
Sikkim,2010,5. Criminal Breach of Trust,0,1
Tamil Nadu,2010,5. Criminal Breach of Trust,49,156
Tripura,2010,5. Criminal Breach of Trust,39,44
Uttar Pradesh,2010,5. Criminal Breach of Trust,293,864
Uttarakhand,2010,5. Criminal Breach of Trust,0,0
West Bengal,2010,5. Criminal Breach of Trust,202,997
Andaman & Nicobar Islands,2001,1. Dacoity,0,0
Andhra Pradesh,2001,1. Dacoity,95,203
Arunachal Pradesh,2001,1. Dacoity,6,22
Assam,2001,1. Dacoity,116,532
Bihar,2001,1. Dacoity,234,1290
Chandigarh,2001,1. Dacoity,4,5
Chhattisgarh,2001,1. Dacoity,60,87
Dadra & Nagar Haveli,2001,1. Dacoity,0,0
Daman & Diu,2001,1. Dacoity,0,0
Delhi,2001,1. Dacoity,29,48
Goa,2001,1. Dacoity,3,7
Gujarat,2001,1. Dacoity,170,313
Haryana,2001,1. Dacoity,57,76
Himachal Pradesh,2001,1. Dacoity,2,4
Jammu & Kashmir,2001,1. Dacoity,3,24
Jharkhand,2001,1. Dacoity,83,503
Karnataka,2001,1. Dacoity,92,178
Kerala,2001,1. Dacoity,49,140
Lakshadweep,2001,1. Dacoity,0,0
Madhya Pradesh,2001,1. Dacoity,102,166
Maharashtra,2001,1. Dacoity,339,523
Manipur,2001,1. Dacoity,1,20
Meghalaya,2001,1. Dacoity,18,96
Mizoram,2001,1. Dacoity,0,2
Nagaland,2001,1. Dacoity,2,9
Odisha,2001,1. Dacoity,106,195
Puducherry,2001,1. Dacoity,1,1
Punjab,2001,1. Dacoity,22,45
Rajasthan,2001,1. Dacoity,36,55
Sikkim,2001,1. Dacoity,0,0
Tamil Nadu,2001,1. Dacoity,99,158
Tripura,2001,1. Dacoity,7,26
Uttar Pradesh,2001,1. Dacoity,315,622
Uttarakhand,2001,1. Dacoity,9,32
West Bengal,2001,1. Dacoity,99,274
Andaman & Nicobar Islands,2002,1. Dacoity,1,1
Andhra Pradesh,2002,1. Dacoity,100,193
Arunachal Pradesh,2002,1. Dacoity,4,22
Assam,2002,1. Dacoity,90,473
Bihar,2002,1. Dacoity,187,1289
Chandigarh,2002,1. Dacoity,1,1
Chhattisgarh,2002,1. Dacoity,43,144
Dadra & Nagar Haveli,2002,1. Dacoity,0,1
Daman & Diu,2002,1. Dacoity,1,2
Delhi,2002,1. Dacoity,42,47
Goa,2002,1. Dacoity,2,5
Gujarat,2002,1. Dacoity,407,777
Haryana,2002,1. Dacoity,46,61
Himachal Pradesh,2002,1. Dacoity,0,0
Jammu & Kashmir,2002,1. Dacoity,4,42
Jharkhand,2002,1. Dacoity,150,580
Karnataka,2002,1. Dacoity,80,178
Kerala,2002,1. Dacoity,44,125
Lakshadweep,2002,1. Dacoity,0,0
Madhya Pradesh,2002,1. Dacoity,92,136
Maharashtra,2002,1. Dacoity,325,542
Manipur,2002,1. Dacoity,0,3
Meghalaya,2002,1. Dacoity,11,64
Mizoram,2002,1. Dacoity,1,5
Nagaland,2002,1. Dacoity,3,15
Odisha,2002,1. Dacoity,105,230
Puducherry,2002,1. Dacoity,2,2
Punjab,2002,1. Dacoity,32,50
Rajasthan,2002,1. Dacoity,29,45
Sikkim,2002,1. Dacoity,0,0
Tamil Nadu,2002,1. Dacoity,142,174
Tripura,2002,1. Dacoity,7,29
Uttar Pradesh,2002,1. Dacoity,200,327
Uttarakhand,2002,1. Dacoity,15,25
West Bengal,2002,1. Dacoity,104,204
Andaman & Nicobar Islands,2003,1. Dacoity,1,2
Andhra Pradesh,2003,1. Dacoity,94,173
Arunachal Pradesh,2003,1. Dacoity,8,37
Assam,2003,1. Dacoity,83,471
Bihar,2003,1. Dacoity,161,1221
Chandigarh,2003,1. Dacoity,3,3
Chhattisgarh,2003,1. Dacoity,41,140
Dadra & Nagar Haveli,2003,1. Dacoity,1,4
Daman & Diu,2003,1. Dacoity,2,4
Delhi,2003,1. Dacoity,27,28
Goa,2003,1. Dacoity,1,4
Gujarat,2003,1. Dacoity,150,330
Haryana,2003,1. Dacoity,51,63
Himachal Pradesh,2003,1. Dacoity,4,8
Jammu & Kashmir,2003,1. Dacoity,4,23
Jharkhand,2003,1. Dacoity,156,682
Karnataka,2003,1. Dacoity,138,220
Kerala,2003,1. Dacoity,58,118
Lakshadweep,2003,1. Dacoity,0,0
Madhya Pradesh,2003,1. Dacoity,104,153
Maharashtra,2003,1. Dacoity,288,504
Manipur,2003,1. Dacoity,1,3
Meghalaya,2003,1. Dacoity,5,83
Mizoram,2003,1. Dacoity,1,5
Nagaland,2003,1. Dacoity,3,19
Odisha,2003,1. Dacoity,102,176
Puducherry,2003,1. Dacoity,2,2
Punjab,2003,1. Dacoity,23,30
Rajasthan,2003,1. Dacoity,22,34
Sikkim,2003,1. Dacoity,1,2
Tamil Nadu,2003,1. Dacoity,85,95
Tripura,2003,1. Dacoity,6,36
Uttar Pradesh,2003,1. Dacoity,148,227
Uttarakhand,2003,1. Dacoity,14,18
West Bengal,2003,1. Dacoity,106,217
Andaman & Nicobar Islands,2004,1. Dacoity,0,0
Andhra Pradesh,2004,1. Dacoity,82,152
Arunachal Pradesh,2004,1. Dacoity,4,30
Assam,2004,1. Dacoity,65,360
Bihar,2004,1. Dacoity,140,1319
Chandigarh,2004,1. Dacoity,0,0
Chhattisgarh,2004,1. Dacoity,30,106
Dadra & Nagar Haveli,2004,1. Dacoity,3,3
Daman & Diu,2004,1. Dacoity,0,0
Delhi,2004,1. Dacoity,29,30
Goa,2004,1. Dacoity,2,5
Gujarat,2004,1. Dacoity,160,348
Haryana,2004,1. Dacoity,42,52
Himachal Pradesh,2004,1. Dacoity,1,1
Jammu & Kashmir,2004,1. Dacoity,0,28
Jharkhand,2004,1. Dacoity,150,580
Karnataka,2004,1. Dacoity,105,177
Kerala,2004,1. Dacoity,56,114
Lakshadweep,2004,1. Dacoity,0,0
Madhya Pradesh,2004,1. Dacoity,94,147
Maharashtra,2004,1. Dacoity,398,623
Manipur,2004,1. Dacoity,0,2
Meghalaya,2004,1. Dacoity,7,71
Mizoram,2004,1. Dacoity,6,10
Nagaland,2004,1. Dacoity,2,9
Odisha,2004,1. Dacoity,121,238
Puducherry,2004,1. Dacoity,0,0
Punjab,2004,1. Dacoity,9,17
Rajasthan,2004,1. Dacoity,32,54
Sikkim,2004,1. Dacoity,0,0
Tamil Nadu,2004,1. Dacoity,62,72
Tripura,2004,1. Dacoity,5,27
Uttar Pradesh,2004,1. Dacoity,159,254
Uttarakhand,2004,1. Dacoity,17,31
West Bengal,2004,1. Dacoity,88,212
Andaman & Nicobar Islands,2005,1. Dacoity,0,0
Andhra Pradesh,2005,1. Dacoity,159,245
Arunachal Pradesh,2005,1. Dacoity,7,23
Assam,2005,1. Dacoity,60,334
Bihar,2005,1. Dacoity,160,1212
Chandigarh,2005,1. Dacoity,0,0
Chhattisgarh,2005,1. Dacoity,47,204
Dadra & Nagar Haveli,2005,1. Dacoity,3,3
Daman & Diu,2005,1. Dacoity,2,4
Delhi,2005,1. Dacoity,26,27
Goa,2005,1. Dacoity,2,2
Gujarat,2005,1. Dacoity,157,277
Haryana,2005,1. Dacoity,76,87
Himachal Pradesh,2005,1. Dacoity,6,6
Jammu & Kashmir,2005,1. Dacoity,0,13
Jharkhand,2005,1. Dacoity,123,592
Karnataka,2005,1. Dacoity,100,208
Kerala,2005,1. Dacoity,47,97
Lakshadweep,2005,1. Dacoity,0,0
Madhya Pradesh,2005,1. Dacoity,95,147
Maharashtra,2005,1. Dacoity,368,625
Manipur,2005,1. Dacoity,0,4
Meghalaya,2005,1. Dacoity,4,63
Mizoram,2005,1. Dacoity,1,3
Nagaland,2005,1. Dacoity,5,12
Odisha,2005,1. Dacoity,111,184
Puducherry,2005,1. Dacoity,0,1
Punjab,2005,1. Dacoity,23,27
Rajasthan,2005,1. Dacoity,30,39
Sikkim,2005,1. Dacoity,0,2
Tamil Nadu,2005,1. Dacoity,67,73
Tripura,2005,1. Dacoity,7,22
Uttar Pradesh,2005,1. Dacoity,146,216
Uttarakhand,2005,1. Dacoity,22,44
West Bengal,2005,1. Dacoity,67,211
Andaman & Nicobar Islands,2006,1. Dacoity,0,0
Andhra Pradesh,2006,1. Dacoity,107,174
Arunachal Pradesh,2006,1. Dacoity,10,28
Assam,2006,1. Dacoity,44,319
Bihar,2006,1. Dacoity,157,1001
Chandigarh,2006,1. Dacoity,0,1
Chhattisgarh,2006,1. Dacoity,68,160
Dadra & Nagar Haveli,2006,1. Dacoity,1,5
Daman & Diu,2006,1. Dacoity,1,8
Delhi,2006,1. Dacoity,13,14
Goa,2006,1. Dacoity,1,7
Gujarat,2006,1. Dacoity,137,280
Haryana,2006,1. Dacoity,90,104
Himachal Pradesh,2006,1. Dacoity,3,7
Jammu & Kashmir,2006,1. Dacoity,3,10
Jharkhand,2006,1. Dacoity,117,534
Karnataka,2006,1. Dacoity,109,202
Kerala,2006,1. Dacoity,55,119
Lakshadweep,2006,1. Dacoity,0,0
Madhya Pradesh,2006,1. Dacoity,96,151
Maharashtra,2006,1. Dacoity,403,659
Manipur,2006,1. Dacoity,0,2
Meghalaya,2006,1. Dacoity,10,57
Mizoram,2006,1. Dacoity,2,4
Nagaland,2006,1. Dacoity,2,15
Odisha,2006,1. Dacoity,138,239
Puducherry,2006,1. Dacoity,2,2
Punjab,2006,1. Dacoity,19,35
Rajasthan,2006,1. Dacoity,28,35
Sikkim,2006,1. Dacoity,0,0
Tamil Nadu,2006,1. Dacoity,87,95
Tripura,2006,1. Dacoity,8,18
Uttar Pradesh,2006,1. Dacoity,85,107
Uttarakhand,2006,1. Dacoity,17,30
West Bengal,2006,1. Dacoity,63,177
Andaman & Nicobar Islands,2007,1. Dacoity,2,5
Andhra Pradesh,2007,1. Dacoity,89,138
Arunachal Pradesh,2007,1. Dacoity,9,16
Assam,2007,1. Dacoity,49,299
Bihar,2007,1. Dacoity,122,686
Chandigarh,2007,1. Dacoity,2,2
Chhattisgarh,2007,1. Dacoity,33,115
Dadra & Nagar Haveli,2007,1. Dacoity,1,1
Daman & Diu,2007,1. Dacoity,0,3
Delhi,2007,1. Dacoity,30,34
Goa,2007,1. Dacoity,4,7
Gujarat,2007,1. Dacoity,142,232
Haryana,2007,1. Dacoity,102,139
Himachal Pradesh,2007,1. Dacoity,3,4
Jammu & Kashmir,2007,1. Dacoity,2,11
Jharkhand,2007,1. Dacoity,75,523
Karnataka,2007,1. Dacoity,112,178
Kerala,2007,1. Dacoity,51,108
Lakshadweep,2007,1. Dacoity,0,0
Madhya Pradesh,2007,1. Dacoity,84,143
Maharashtra,2007,1. Dacoity,506,709
Manipur,2007,1. Dacoity,0,3
Meghalaya,2007,1. Dacoity,16,55
Mizoram,2007,1. Dacoity,0,0
Nagaland,2007,1. Dacoity,1,7
Odisha,2007,1. Dacoity,133,247
Puducherry,2007,1. Dacoity,1,1
Punjab,2007,1. Dacoity,30,37
Rajasthan,2007,1. Dacoity,37,71
Sikkim,2007,1. Dacoity,0,0
Tamil Nadu,2007,1. Dacoity,79,88
Tripura,2007,1. Dacoity,4,14
Uttar Pradesh,2007,1. Dacoity,98,125
Uttarakhand,2007,1. Dacoity,24,33
West Bengal,2007,1. Dacoity,45,146
Andaman & Nicobar Islands,2008,1. Dacoity,0,0
Andhra Pradesh,2008,1. Dacoity,77,108
Arunachal Pradesh,2008,1. Dacoity,10,14
Assam,2008,1. Dacoity,67,312
Bihar,2008,1. Dacoity,142,686
Chandigarh,2008,1. Dacoity,1,1
Chhattisgarh,2008,1. Dacoity,43,124
Dadra & Nagar Haveli,2008,1. Dacoity,0,1
Daman & Diu,2008,1. Dacoity,0,2
Delhi,2008,1. Dacoity,18,24
Goa,2008,1. Dacoity,0,2
Gujarat,2008,1. Dacoity,144,245
Haryana,2008,1. Dacoity,99,120
Himachal Pradesh,2008,1. Dacoity,5,6
Jammu & Kashmir,2008,1. Dacoity,2,2
Jharkhand,2008,1. Dacoity,89,416
Karnataka,2008,1. Dacoity,173,268
Kerala,2008,1. Dacoity,53,85
Lakshadweep,2008,1. Dacoity,0,0
Madhya Pradesh,2008,1. Dacoity,118,160
Maharashtra,2008,1. Dacoity,568,795
Manipur,2008,1. Dacoity,0,1
Meghalaya,2008,1. Dacoity,5,48
Mizoram,2008,1. Dacoity,0,2
Nagaland,2008,1. Dacoity,2,6
Odisha,2008,1. Dacoity,150,303
Puducherry,2008,1. Dacoity,10,10
Punjab,2008,1. Dacoity,32,40
Rajasthan,2008,1. Dacoity,35,59
Sikkim,2008,1. Dacoity,0,1
Tamil Nadu,2008,1. Dacoity,90,100
Tripura,2008,1. Dacoity,0,13
Uttar Pradesh,2008,1. Dacoity,84,103
Uttarakhand,2008,1. Dacoity,6,10
West Bengal,2008,1. Dacoity,57,184
Andaman & Nicobar Islands,2009,1. Dacoity,0,0
Andhra Pradesh,2009,1. Dacoity,51,101
Arunachal Pradesh,2009,1. Dacoity,14,20
Assam,2009,1. Dacoity,37,251
Bihar,2009,1. Dacoity,131,654
Chandigarh,2009,1. Dacoity,4,4
Chhattisgarh,2009,1. Dacoity,39,134
Dadra & Nagar Haveli,2009,1. Dacoity,4,9
Daman & Diu,2009,1. Dacoity,0,0
Delhi,2009,1. Dacoity,24,36
Goa,2009,1. Dacoity,2,4
Gujarat,2009,1. Dacoity,135,243
Haryana,2009,1. Dacoity,112,153
Himachal Pradesh,2009,1. Dacoity,4,4
Jammu & Kashmir,2009,1. Dacoity,1,1
Jharkhand,2009,1. Dacoity,107,412
Karnataka,2009,1. Dacoity,178,273
Kerala,2009,1. Dacoity,70,102
Lakshadweep,2009,1. Dacoity,0,3
Madhya Pradesh,2009,1. Dacoity,86,117
Maharashtra,2009,1. Dacoity,539,772
Manipur,2009,1. Dacoity,0,1
Meghalaya,2009,1. Dacoity,7,60
Mizoram,2009,1. Dacoity,0,2
Nagaland,2009,1. Dacoity,0,8
Odisha,2009,1. Dacoity,149,380
Puducherry,2009,1. Dacoity,7,7
Punjab,2009,1. Dacoity,31,37
Rajasthan,2009,1. Dacoity,45,53
Sikkim,2009,1. Dacoity,0,0
Tamil Nadu,2009,1. Dacoity,78,97
Tripura,2009,1. Dacoity,3,7
Uttar Pradesh,2009,1. Dacoity,112,149
Uttarakhand,2009,1. Dacoity,22,24
West Bengal,2009,1. Dacoity,41,214
Andaman & Nicobar Islands,2010,1. Dacoity,0,1
Andhra Pradesh,2010,1. Dacoity,97,133
Arunachal Pradesh,2010,1. Dacoity,5,15
Assam,2010,1. Dacoity,43,248
Bihar,2010,1. Dacoity,125,644
Chandigarh,2010,1. Dacoity,5,5
Chhattisgarh,2010,1. Dacoity,36,122
Dadra & Nagar Haveli,2010,1. Dacoity,0,2
Daman & Diu,2010,1. Dacoity,5,6
Delhi,2010,1. Dacoity,27,32
Goa,2010,1. Dacoity,2,2
Gujarat,2010,1. Dacoity,122,180
Haryana,2010,1. Dacoity,103,147
Himachal Pradesh,2010,1. Dacoity,1,2
Jammu & Kashmir,2010,1. Dacoity,2,5
Jharkhand,2010,1. Dacoity,104,335
Karnataka,2010,1. Dacoity,186,272
Kerala,2010,1. Dacoity,33,71
Lakshadweep,2010,1. Dacoity,0,0
Madhya Pradesh,2010,1. Dacoity,81,110
Maharashtra,2010,1. Dacoity,569,765
Manipur,2010,1. Dacoity,0,0
Meghalaya,2010,1. Dacoity,6,33
Mizoram,2010,1. Dacoity,1,3
Nagaland,2010,1. Dacoity,1,3
Odisha,2010,1. Dacoity,187,346
Puducherry,2010,1. Dacoity,2,2
Punjab,2010,1. Dacoity,51,65
Rajasthan,2010,1. Dacoity,25,36
Sikkim,2010,1. Dacoity,0,1
Tamil Nadu,2010,1. Dacoity,74,85
Tripura,2010,1. Dacoity,5,16
Uttar Pradesh,2010,1. Dacoity,134,170
Uttarakhand,2010,1. Dacoity,8,9
West Bengal,2010,1. Dacoity,69,288
Andaman & Nicobar Islands,2001,6. Other Property,0,0
Andhra Pradesh,2001,6. Other Property,154,360
Arunachal Pradesh,2001,6. Other Property,1,20
Assam,2001,6. Other Property,148,395
Bihar,2001,6. Other Property,285,1164
Chandigarh,2001,6. Other Property,2,2
Chhattisgarh,2001,6. Other Property,170,366
Dadra & Nagar Haveli,2001,6. Other Property,2,12
Daman & Diu,2001,6. Other Property,0,7
Delhi,2001,6. Other Property,578,1714
Goa,2001,6. Other Property,1,34
Gujarat,2001,6. Other Property,500,1243
Haryana,2001,6. Other Property,288,326
Himachal Pradesh,2001,6. Other Property,30,76
Jammu & Kashmir,2001,6. Other Property,0,0
Jharkhand,2001,6. Other Property,69,253
Karnataka,2001,6. Other Property,145,325
Kerala,2001,6. Other Property,1,1
Lakshadweep,2001,6. Other Property,0,0
Madhya Pradesh,2001,6. Other Property,388,1331
Maharashtra,2001,6. Other Property,1133,2491
Manipur,2001,6. Other Property,23,91
Meghalaya,2001,6. Other Property,16,32
Mizoram,2001,6. Other Property,56,186
Nagaland,2001,6. Other Property,18,133
Odisha,2001,6. Other Property,154,187
Puducherry,2001,6. Other Property,1,2
Punjab,2001,6. Other Property,472,481
Rajasthan,2001,6. Other Property,1307,2341
Sikkim,2001,6. Other Property,0,1
Tamil Nadu,2001,6. Other Property,360,839
Tripura,2001,6. Other Property,4,29
Uttar Pradesh,2001,6. Other Property,601,991
Uttarakhand,2001,6. Other Property,0,0
West Bengal,2001,6. Other Property,373,2113
Andaman & Nicobar Islands,2002,6. Other Property,0,0
Andhra Pradesh,2002,6. Other Property,207,491
Arunachal Pradesh,2002,6. Other Property,21,34
Assam,2002,6. Other Property,218,572
Bihar,2002,6. Other Property,224,1216
Chandigarh,2002,6. Other Property,10,10
Chhattisgarh,2002,6. Other Property,41,92
Dadra & Nagar Haveli,2002,6. Other Property,8,8
Daman & Diu,2002,6. Other Property,3,10
Delhi,2002,6. Other Property,1780,2703
Goa,2002,6. Other Property,1,56
Gujarat,2002,6. Other Property,516,1155
Haryana,2002,6. Other Property,295,341
Himachal Pradesh,2002,6. Other Property,29,66
Jammu & Kashmir,2002,6. Other Property,0,0
Jharkhand,2002,6. Other Property,133,182
Karnataka,2002,6. Other Property,316,378
Kerala,2002,6. Other Property,225,400
Lakshadweep,2002,6. Other Property,0,0
Madhya Pradesh,2002,6. Other Property,412,876
Maharashtra,2002,6. Other Property,1091,2803
Manipur,2002,6. Other Property,6,93
Meghalaya,2002,6. Other Property,13,32
Mizoram,2002,6. Other Property,2,16
Nagaland,2002,6. Other Property,36,56
Odisha,2002,6. Other Property,10,22
Puducherry,2002,6. Other Property,1,1
Punjab,2002,6. Other Property,611,614
Rajasthan,2002,6. Other Property,480,1073
Sikkim,2002,6. Other Property,1,4
Tamil Nadu,2002,6. Other Property,309,827
Tripura,2002,6. Other Property,2,60
Uttar Pradesh,2002,6. Other Property,564,815
Uttarakhand,2002,6. Other Property,0,0
West Bengal,2002,6. Other Property,1367,5016
Andaman & Nicobar Islands,2003,6. Other Property,0,0
Andhra Pradesh,2003,6. Other Property,79,195
Arunachal Pradesh,2003,6. Other Property,14,28
Assam,2003,6. Other Property,201,562
Bihar,2003,6. Other Property,202,1341
Chandigarh,2003,6. Other Property,38,89
Chhattisgarh,2003,6. Other Property,123,260
Dadra & Nagar Haveli,2003,6. Other Property,8,12
Daman & Diu,2003,6. Other Property,1,8
Delhi,2003,6. Other Property,1609,2611
Goa,2003,6. Other Property,5,77
Gujarat,2003,6. Other Property,647,1426
Haryana,2003,6. Other Property,572,606
Himachal Pradesh,2003,6. Other Property,28,63
Jammu & Kashmir,2003,6. Other Property,0,0
Jharkhand,2003,6. Other Property,88,219
Karnataka,2003,6. Other Property,234,715
Kerala,2003,6. Other Property,148,235
Lakshadweep,2003,6. Other Property,0,0
Madhya Pradesh,2003,6. Other Property,394,855
Maharashtra,2003,6. Other Property,1185,2978
Manipur,2003,6. Other Property,8,78
Meghalaya,2003,6. Other Property,4,19
Mizoram,2003,6. Other Property,37,228
Nagaland,2003,6. Other Property,57,76
Odisha,2003,6. Other Property,14,59
Puducherry,2003,6. Other Property,2,2
Punjab,2003,6. Other Property,1033,1033
Rajasthan,2003,6. Other Property,1167,2300
Sikkim,2003,6. Other Property,0,4
Tamil Nadu,2003,6. Other Property,77,104
Tripura,2003,6. Other Property,3,25
Uttar Pradesh,2003,6. Other Property,311,352
Uttarakhand,2003,6. Other Property,0,0
West Bengal,2003,6. Other Property,770,1470
Andaman & Nicobar Islands,2004,6. Other Property,0,0
Andhra Pradesh,2004,6. Other Property,76,192
Arunachal Pradesh,2004,6. Other Property,10,26
Assam,2004,6. Other Property,211,714
